sample_id,repo_slug,PrimaryCategory,Category,CategorySet,Project URL,SHA Detected,Module Path,Fully-Qualified Test Name (packageName.ClassName.methodName),test_class,test_simple_class,test_method,maven_test_selector,pipeline_status,pipeline_failure_class,remote_repo_dir,remote_module_dir,validated_module_path,validated_test_identifier,validated_maven_test_selector,validation_log_path,validation_elapsed_seconds,IsCompositeCategory,pipeline_updated_at,test_file_candidates_json,test_file_found,validation_command,validation_ok,validation_returncode,validation_stage,validation_timed_out
pholser__junit-quickcheck__092f81d07742,pholser/junit-quickcheck,NIO,NIO,"[""NIO""]",https://github.com/pholser/junit-quickcheck,9361b6dae25b193782604d071754eb7fc566390a,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.strings,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest,SamplingOnlyFromAGivenSetTest,strings,SamplingOnlyFromAGivenSetTest#strings,verified_feasible,,data/worktrees/idoft/pholser__junit-quickcheck__092f81d07742/repo,data/worktrees/idoft/pholser__junit-quickcheck__092f81d07742/repo/core,core,com.pholser.junit.quickcheck.SamplingOnlyFromAGivenSetTest.strings,SamplingOnlyFromAGivenSetTest#strings,runs/logs/build_smoke_pipeline/pholser__junit-quickcheck__092f81d07742.log,8.86,false,2026-05-26T16:30:53.543989+00:00,"[""data/worktrees/idoft/pholser__junit-quickcheck__092f81d07742/repo/core/src/test/java/com/pholser/junit/quickcheck/SamplingOnlyFromAGivenSetTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SamplingOnlyFromAGivenSetTest#strings test,True,0,build,False
abel533__Mapper__36a9ac497028,abel533/Mapper,OD,OD,"[""OD""]",https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDelete,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey,TestDeleteByPrimaryKey,testDynamicDelete,TestDeleteByPrimaryKey#testDynamicDelete,verified_feasible,,data/worktrees/idoft/abel533__Mapper__36a9ac497028/repo,data/worktrees/idoft/abel533__Mapper__36a9ac497028/repo/base,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDelete,TestDeleteByPrimaryKey#testDynamicDelete,runs/logs/build_smoke_pipeline/abel533__Mapper__36a9ac497028.log,7.2,false,2026-05-26T16:40:57.975158+00:00,"[""data/worktrees/idoft/abel533__Mapper__36a9ac497028/repo/base/src/test/java/tk/mybatis/mapper/test/country/TestDeleteByPrimaryKey.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=TestDeleteByPrimaryKey#testDynamicDelete test,True,0,build,False
abel533__Mapper__372ccfbdedf8,abel533/Mapper,OD,OD,"[""OD""]",https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteMap,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey,TestDeleteByPrimaryKey,testDynamicDeleteMap,TestDeleteByPrimaryKey#testDynamicDeleteMap,verified_feasible,,data/worktrees/idoft/abel533__Mapper__372ccfbdedf8/repo,data/worktrees/idoft/abel533__Mapper__372ccfbdedf8/repo/base,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteMap,TestDeleteByPrimaryKey#testDynamicDeleteMap,runs/logs/build_smoke_pipeline/abel533__Mapper__372ccfbdedf8.log,7.12,false,2026-05-26T16:40:57.966652+00:00,"[""data/worktrees/idoft/abel533__Mapper__372ccfbdedf8/repo/base/src/test/java/tk/mybatis/mapper/test/country/TestDeleteByPrimaryKey.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=TestDeleteByPrimaryKey#testDynamicDeleteMap test,True,0,build,False
abel533__Mapper__3c6891d6b881,abel533/Mapper,OD,OD,"[""OD""]",https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteEntity,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey,TestDeleteByPrimaryKey,testDynamicDeleteEntity,TestDeleteByPrimaryKey#testDynamicDeleteEntity,verified_feasible,,data/worktrees/idoft/abel533__Mapper__3c6891d6b881/repo,data/worktrees/idoft/abel533__Mapper__3c6891d6b881/repo/base,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteEntity,TestDeleteByPrimaryKey#testDynamicDeleteEntity,runs/logs/build_smoke_pipeline/abel533__Mapper__3c6891d6b881.log,4.45,false,2026-05-26T16:41:07.616836+00:00,"[""data/worktrees/idoft/abel533__Mapper__3c6891d6b881/repo/base/src/test/java/tk/mybatis/mapper/test/country/TestDeleteByPrimaryKey.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=TestDeleteByPrimaryKey#testDynamicDeleteEntity test,True,0,build,False
abel533__Mapper__55bc735c486a,abel533/Mapper,OD,OD,"[""OD""]",https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteException,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey,TestDeleteByPrimaryKey,testDynamicDeleteException,TestDeleteByPrimaryKey#testDynamicDeleteException,verified_feasible,,data/worktrees/idoft/abel533__Mapper__55bc735c486a/repo,data/worktrees/idoft/abel533__Mapper__55bc735c486a/repo/base,base,tk.mybatis.mapper.test.country.TestDeleteByPrimaryKey.testDynamicDeleteException,TestDeleteByPrimaryKey#testDynamicDeleteException,runs/logs/build_smoke_pipeline/abel533__Mapper__55bc735c486a.log,4.42,false,2026-05-26T17:02:41.292489+00:00,"[""data/worktrees/idoft/abel533__Mapper__55bc735c486a/repo/base/src/test/java/tk/mybatis/mapper/test/country/TestDeleteByPrimaryKey.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=TestDeleteByPrimaryKey#testDynamicDeleteException test,True,0,build,False
alibaba__fastjson__0dcc8c2079cc,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray,DefaultExtJSONParser_parseArray,test_8,DefaultExtJSONParser_parseArray#test_8,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__0dcc8c2079cc/repo,data/worktrees/idoft/alibaba__fastjson__0dcc8c2079cc/repo,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,DefaultExtJSONParser_parseArray#test_8,runs/logs/build_smoke_pipeline/alibaba__fastjson__0dcc8c2079cc.log,12.97,false,2026-05-26T17:29:28.120217+00:00,"[""data/worktrees/idoft/alibaba__fastjson__0dcc8c2079cc/repo/src/test/java/com/alibaba/json/bvt/parser/DefaultExtJSONParser_parseArray.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=DefaultExtJSONParser_parseArray#test_8 test,True,0,build,False
alibaba__fastjson__33e16d146be7,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,com.alibaba.json.bvt.serializer.date.DateTest4_indian,DateTest4_indian,test_date,DateTest4_indian#test_date,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__33e16d146be7/repo,data/worktrees/idoft/alibaba__fastjson__33e16d146be7/repo,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,DateTest4_indian#test_date,runs/logs/build_smoke_pipeline/alibaba__fastjson__33e16d146be7.log,12.56,false,2026-05-26T17:30:58.867632+00:00,"[""data/worktrees/idoft/alibaba__fastjson__33e16d146be7/repo/src/test/java/com/alibaba/json/bvt/serializer/date/DateTest4_indian.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=DateTest4_indian#test_date test,True,0,build,False
alibaba__fastjson__3c54c1d0c303,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601,DateTest5_iso8601,test_date,DateTest5_iso8601#test_date,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__3c54c1d0c303/repo,data/worktrees/idoft/alibaba__fastjson__3c54c1d0c303/repo,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,DateTest5_iso8601#test_date,runs/logs/build_smoke_pipeline/alibaba__fastjson__3c54c1d0c303.log,12.16,false,2026-05-27T02:52:21.895668+00:00,"[""data/worktrees/idoft/alibaba__fastjson__3c54c1d0c303/repo/src/test/java/com/alibaba/json/bvt/serializer/date/DateTest5_iso8601.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=DateTest5_iso8601#test_date test,True,0,build,False
alibaba__fastjson__65f3cac9b8f2,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1600.Issue1679.test_for_issue,com.alibaba.json.bvt.issue_1600.Issue1679,Issue1679,test_for_issue,Issue1679#test_for_issue,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__65f3cac9b8f2/repo,data/worktrees/idoft/alibaba__fastjson__65f3cac9b8f2/repo,.,com.alibaba.json.bvt.issue_1600.Issue1679.test_for_issue,Issue1679#test_for_issue,runs/logs/build_smoke_pipeline/alibaba__fastjson__65f3cac9b8f2.log,12.34,false,2026-05-26T17:26:02.707453+00:00,"[""data/worktrees/idoft/alibaba__fastjson__65f3cac9b8f2/repo/src/test/java/com/alibaba/json/bvt/issue_1600/Issue1679.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue1679#test_for_issue test,True,0,build,False
alibaba__fastjson__6fddd6182eaf,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue_1,com.alibaba.json.bvt.issue_1200.Issue1298,Issue1298,test_for_issue_1,Issue1298#test_for_issue_1,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__6fddd6182eaf/repo,data/worktrees/idoft/alibaba__fastjson__6fddd6182eaf/repo,.,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue_1,Issue1298#test_for_issue_1,runs/logs/build_smoke_pipeline/alibaba__fastjson__6fddd6182eaf.log,12.29,false,2026-05-26T17:24:44.969972+00:00,"[""data/worktrees/idoft/alibaba__fastjson__6fddd6182eaf/repo/src/test/java/com/alibaba/json/bvt/issue_1200/Issue1298.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=Issue1298#test_for_issue_1 test,True,0,build,False
alibaba__fastjson__7ac40503e402,alibaba/fastjson,OD,OD,"[""OD""]",https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.date.DateTest.test_date,com.alibaba.json.bvt.date.DateTest,DateTest,test_date,DateTest#test_date,verified_feasible,,data/worktrees/idoft/alibaba__fastjson__7ac40503e402/repo,data/worktrees/idoft/alibaba__fastjson__7ac40503e402/repo,.,com.alibaba.json.bvt.date.DateTest.test_date,DateTest#test_date,runs/logs/build_smoke_pipeline/alibaba__fastjson__7ac40503e402.log,13.25,false,2026-05-26T17:23:15.063838+00:00,"[""data/worktrees/idoft/alibaba__fastjson__7ac40503e402/repo/src/test/java/com/alibaba/json/bvt/date/DateTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=DateTest#test_date test,True,0,build,False
alibaba__nacos__2818744f158f,alibaba/nacos,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/alibaba/nacos,525672272ecb00cd769a13c7b21a8e51cf873f25,api,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserializeExtend,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest,HealthCheckerFactoryTest,testDeserializeExtend,HealthCheckerFactoryTest#testDeserializeExtend,verified_feasible,,data/worktrees/idoft/alibaba__nacos__2818744f158f/repo,data/worktrees/idoft/alibaba__nacos__2818744f158f/repo/api,api,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserializeExtend,HealthCheckerFactoryTest#testDeserializeExtend,runs/logs/build_smoke_pipeline/alibaba__nacos__2818744f158f.log,12.29,false,2026-05-26T16:52:18.946472+00:00,"[""data/worktrees/idoft/alibaba__nacos__2818744f158f/repo/api/src/test/java/com/alibaba/nacos/api/naming/pojo/healthcheck/HealthCheckerFactoryTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=HealthCheckerFactoryTest#testDeserializeExtend test,True,0,build,False
apache__shardingsphere-elasticjob__37008ab912ca,apache/shardingsphere-elasticjob,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertIsShutdownAlready,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest,ShutdownListenerManagerTest,assertIsShutdownAlready,ShutdownListenerManagerTest#assertIsShutdownAlready,verified_feasible,,data/worktrees/idoft/apache__shardingsphere-elasticjob__37008ab912ca/repo,data/worktrees/idoft/apache__shardingsphere-elasticjob__37008ab912ca/repo/elastic-job-lite-core,elastic-job-lite-core,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertIsShutdownAlready,ShutdownListenerManagerTest#assertIsShutdownAlready,runs/logs/build_smoke_pipeline/apache__shardingsphere-elasticjob__37008ab912ca.log,6.95,false,2026-05-26T21:51:35.072073+00:00,"[""data/worktrees/idoft/apache__shardingsphere-elasticjob__37008ab912ca/repo/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/instance/ShutdownListenerManagerTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=ShutdownListenerManagerTest#assertIsShutdownAlready test,True,0,build,False
apache__shardingsphere-elasticjob__656d68a5e258,apache/shardingsphere-elasticjob,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNull,io.elasticjob.lite.internal.schedule.JobRegistryTest,JobRegistryTest,assertGetCurrentShardingTotalCountIfNull,JobRegistryTest#assertGetCurrentShardingTotalCountIfNull,verified_feasible,,data/worktrees/idoft/apache__shardingsphere-elasticjob__656d68a5e258/repo,data/worktrees/idoft/apache__shardingsphere-elasticjob__656d68a5e258/repo/elastic-job-lite-core,elastic-job-lite-core,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNull,JobRegistryTest#assertGetCurrentShardingTotalCountIfNull,runs/logs/build_smoke_pipeline/apache__shardingsphere-elasticjob__656d68a5e258.log,5.86,false,2026-05-26T21:51:46.532817+00:00,"[""data/worktrees/idoft/apache__shardingsphere-elasticjob__656d68a5e258/repo/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/schedule/JobRegistryTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=JobRegistryTest#assertGetCurrentShardingTotalCountIfNull test,True,0,build,False
apache__shardingsphere-elasticjob__6fcca732cb15,apache/shardingsphere-elasticjob,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.failover.FailoverServiceTest.assertGetLocalFailoverItemsIfShutdown,io.elasticjob.lite.internal.failover.FailoverServiceTest,FailoverServiceTest,assertGetLocalFailoverItemsIfShutdown,FailoverServiceTest#assertGetLocalFailoverItemsIfShutdown,verified_feasible,,data/worktrees/idoft/apache__shardingsphere-elasticjob__6fcca732cb15/repo,data/worktrees/idoft/apache__shardingsphere-elasticjob__6fcca732cb15/repo/elastic-job-lite-core,elastic-job-lite-core,io.elasticjob.lite.internal.failover.FailoverServiceTest.assertGetLocalFailoverItemsIfShutdown,FailoverServiceTest#assertGetLocalFailoverItemsIfShutdown,runs/logs/build_smoke_pipeline/apache__shardingsphere-elasticjob__6fcca732cb15.log,6.54,false,2026-05-26T21:48:32.451891+00:00,"[""data/worktrees/idoft/apache__shardingsphere-elasticjob__6fcca732cb15/repo/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/failover/FailoverServiceTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=FailoverServiceTest#assertGetLocalFailoverItemsIfShutdown test,True,0,build,False
apache__shardingsphere-elasticjob__e2d057b59bcc,apache/shardingsphere-elasticjob,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterModifyTest.assertPersistEphemeralSequential,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterModifyTest,ZookeeperRegistryCenterModifyTest,assertPersistEphemeralSequential,ZookeeperRegistryCenterModifyTest#assertPersistEphemeralSequential,verified_feasible,,data/worktrees/idoft/apache__shardingsphere-elasticjob__e2d057b59bcc/repo,data/worktrees/idoft/apache__shardingsphere-elasticjob__e2d057b59bcc/repo/elastic-job-lite-core,elastic-job-lite-core,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterModifyTest.assertPersistEphemeralSequential,ZookeeperRegistryCenterModifyTest#assertPersistEphemeralSequential,runs/logs/build_smoke_pipeline/apache__shardingsphere-elasticjob__e2d057b59bcc.log,8.0,false,2026-05-26T21:52:12.920056+00:00,"[""data/worktrees/idoft/apache__shardingsphere-elasticjob__e2d057b59bcc/repo/elastic-job-lite-core/src/test/java/io/elasticjob/lite/reg/zookeeper/ZookeeperRegistryCenterModifyTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=ZookeeperRegistryCenterModifyTest#assertPersistEphemeralSequential test,True,0,build,False
j256__ormlite-core__01c36778be2a,j256/ormlite-core,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForMatchingThrow,com.j256.ormlite.dao.RuntimeExceptionDaoTest,RuntimeExceptionDaoTest,testQueryForMatchingThrow,RuntimeExceptionDaoTest#testQueryForMatchingThrow,verified_feasible,,data/worktrees/idoft/j256__ormlite-core__01c36778be2a/repo,data/worktrees/idoft/j256__ormlite-core__01c36778be2a/repo,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryForMatchingThrow,RuntimeExceptionDaoTest#testQueryForMatchingThrow,runs/logs/build_smoke_pipeline/j256__ormlite-core__01c36778be2a.log,6.33,false,2026-05-27T00:49:38.219245+00:00,"[""data/worktrees/idoft/j256__ormlite-core__01c36778be2a/repo/src/test/java/com/j256/ormlite/dao/RuntimeExceptionDaoTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=RuntimeExceptionDaoTest#testQueryForMatchingThrow test,True,0,build,False
j256__ormlite-core__0fb96296b731,j256/ormlite-core,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRollbackThrows,com.j256.ormlite.dao.RuntimeExceptionDaoTest,RuntimeExceptionDaoTest,testRollbackThrows,RuntimeExceptionDaoTest#testRollbackThrows,verified_feasible,,data/worktrees/idoft/j256__ormlite-core__0fb96296b731/repo,data/worktrees/idoft/j256__ormlite-core__0fb96296b731/repo,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRollbackThrows,RuntimeExceptionDaoTest#testRollbackThrows,runs/logs/build_smoke_pipeline/j256__ormlite-core__0fb96296b731.log,6.04,false,2026-05-27T00:51:35.727620+00:00,"[""data/worktrees/idoft/j256__ormlite-core__0fb96296b731/repo/src/test/java/com/j256/ormlite/dao/RuntimeExceptionDaoTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=RuntimeExceptionDaoTest#testRollbackThrows test,True,0,build,False
j256__ormlite-core__101a7dc8db86,j256/ormlite-core,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawMapperThrows,com.j256.ormlite.dao.RuntimeExceptionDaoTest,RuntimeExceptionDaoTest,testQueryRawMapperThrows,RuntimeExceptionDaoTest#testQueryRawMapperThrows,verified_feasible,,data/worktrees/idoft/j256__ormlite-core__101a7dc8db86/repo,data/worktrees/idoft/j256__ormlite-core__101a7dc8db86/repo,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testQueryRawMapperThrows,RuntimeExceptionDaoTest#testQueryRawMapperThrows,runs/logs/build_smoke_pipeline/j256__ormlite-core__101a7dc8db86.log,6.28,false,2026-05-27T00:50:25.043680+00:00,"[""data/worktrees/idoft/j256__ormlite-core__101a7dc8db86/repo/src/test/java/com/j256/ormlite/dao/RuntimeExceptionDaoTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=RuntimeExceptionDaoTest#testQueryRawMapperThrows test,True,0,build,False
j256__ormlite-core__13632822644d,j256/ormlite-core,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRefreshThrow,com.j256.ormlite.dao.RuntimeExceptionDaoTest,RuntimeExceptionDaoTest,testRefreshThrow,RuntimeExceptionDaoTest#testRefreshThrow,verified_feasible,,data/worktrees/idoft/j256__ormlite-core__13632822644d/repo,data/worktrees/idoft/j256__ormlite-core__13632822644d/repo,.,com.j256.ormlite.dao.RuntimeExceptionDaoTest.testRefreshThrow,RuntimeExceptionDaoTest#testRefreshThrow,runs/logs/build_smoke_pipeline/j256__ormlite-core__13632822644d.log,6.41,false,2026-05-27T00:51:24.168933+00:00,"[""data/worktrees/idoft/j256__ormlite-core__13632822644d/repo/src/test/java/com/j256/ormlite/dao/RuntimeExceptionDaoTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=RuntimeExceptionDaoTest#testRefreshThrow test,True,0,build,False
j256__ormlite-core__1373eefbcd95,j256/ormlite-core,OD-Vic,OD-Vic,"[""OD-Vic""]",https://github.com/j256/ormlite-core,632b87c2a455b8eab4a6c09324e1f166273588d8,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateSchemaDao,com.j256.ormlite.table.SchemaUtilsTest,SchemaUtilsTest,testCreateSchemaDao,SchemaUtilsTest#testCreateSchemaDao,verified_feasible,,data/worktrees/idoft/j256__ormlite-core__1373eefbcd95/repo,data/worktrees/idoft/j256__ormlite-core__1373eefbcd95/repo,.,com.j256.ormlite.table.SchemaUtilsTest.testCreateSchemaDao,SchemaUtilsTest#testCreateSchemaDao,runs/logs/build_smoke_pipeline/j256__ormlite-core__1373eefbcd95.log,6.88,false,2026-05-27T00:59:19.738575+00:00,"[""data/worktrees/idoft/j256__ormlite-core__1373eefbcd95/repo/src/test/java/com/j256/ormlite/table/SchemaUtilsTest.java""]",True,$PROJECT_DIR/tools/apache-maven-3.8.8/bin/mvn -q -DskipITs -DskipIT -DskipCheckstyle -Dcheckstyle.skip -Drat.skip=true -Dlicense.skip=true -DskipTests=false -Dtest=SchemaUtilsTest#testCreateSchemaDao test,True,0,build,False
